Kaupunki;Puolue;Sukunimi;Etunimi;Vasemmisto;Liberaali;Vihreys
Askola;KESK;Nirvi;Juho-Matti;3;3;2
Askola;KESK;Pitkänen;Asko;3,25;3,75;2
Askola;KESK;Sorsa;Simo;3,75;4;2
Askola;SDP;Felin;Ali;3;3;2
Askola;KOK;Simelius-Nieminen;Saga;2,25;3,25;2,5
Askola;VAS;Aaltonen;Tero;1,5;2,75;3
Askola;KESK;Berg;Anne;2;2,5;3
Askola;SDP;Helin;Maritta;2,5;4,5;3
Askola;PS;Paganus;Tero;2,75;4,5;3
Askola;KOK;Suominen;Tero;4;3,5;3
Askola;VIHR;Kärkkäinen;Tommi;1,75;2;3,5
Askola;KD;Lehmusvuori;Timo;2,25;3,75;3,5
Askola;KESK;Pusula;Erkki;4,25;3,75;3,5
Askola;SDP;Sintonen-Seger;Annukka;1,75;2,75;3,5
Askola;KOK;Hämäläinen;Heli;3;3,75;3,5
Askola;VIHR;Tarvainen;Mika;2,5;2;4
Askola;KD;Lehto;Hannu;1,75;4,5;4
Askola;SDP;Falck;Hanna;2;3,25;4
Askola;SDP;Hämäläinen;Seija;1,5;3,5;4
Askola;KOK;Ellilä;Heikki;2,5;4,75;4
Askola;KOK;Honkasalo;Riku;2,25;4,25;4
Askola;KOK;Vettenranta;Jari;3;3,75;4
Askola;KOK;Vilkki;Jouni;3,5;2,5;4
Askola;KESK;Laakso;Rauna;2,75;2,25;4,5
Askola;KESK;Merihaara;Olavi;2,25;3;4,5
Askola;KESK;Tummala;Jaana;3;4;4,5
Askola;KOK;Vilkki;Virpi;1,25;3,5;4,5
Askola;VIHR;Kalilainen;Marjukka;2,25;2,25;5
Askola;VIHR;Stenbäck;Reija-Riikka;1,5;2,75;5
Askola;VIHR;Strömdahl;Keth;1,5;1,75;5
Askola;VAS;Sääski;Pia;1;2,5;5
Askola;VAS;Rumpunen;Joutsi;2,25;3,25;5
Espoo;PS;Ronkainen;Jari;1;3,75;1
Espoo;KOK;Mikkelson;Markku;4,75;3,75;1
Espoo;PS;Koitela;Mikko;1,25;3,25;1,5
Espoo;PS;Luukkainen;Aki;3,75;3;1,5
Espoo;PS;Pulkkanen;Petri;3;5;1,5
Espoo;PS;Ritari;Arto;3,75;3,75;1,5
Espoo;PS;Talme;Martti;1,5;4,25;1,5
Espoo;PS;Uotila;Juuso;5;3,75;1,5
Espoo;PS;Väliaho;Kim;3;3,75;1,5
Espoo;SDP;Simpura;Pekka;2;3,75;1,5
Espoo;KOK;Aaltonen;Elena;4,25;3,5;1,5
Espoo;KOK;Koskinen;Jussi;3,75;3,5;1,5
Espoo;PS;Elo;Simon;3,5;5;2
Espoo;PS;Grönroos;Simo;4,75;4,75;2
Espoo;PS;Kanerva;Jarmo;3,25;4,5;2
Espoo;PS;Karhu;Suvi;2,5;3,25;2
Espoo;PS;Koponen;Elena;3,5;4,5;2
Espoo;PS;Niskanen;Kari;4;4,25;2
Espoo;PS;Pajunen;Kari;1,5;4;2
Espoo;PS;Palonen;Matti;1,75;4,25;2
Espoo;PS;Raimesalo;Vesa;2,25;3;2
Espoo;PS;Riskilä;Marko;4,25;4,75;2
Espoo;PS;Saleva;Mikael;3;4,75;2
Espoo;PS;Tudose;Cristian;3;4,5;2
Espoo;KD;Järvenpää;Pertti;2,75;4;2
Espoo;KD;Markkula;Paavo;3;4,25;2
Espoo;M11;Yli-Paavola;Jussi;2;4,75;2
Espoo;SDP;Hirvelä;Ilkka;2;3;2
Espoo;KOK;Ahtola;Anitra;2,25;2,25;2
Espoo;KOK;Antosalo;Henry;4,25;4;2
Espoo;KOK;Havu;Isto;4,25;3,25;2
Espoo;KOK;Jalonen;Jaana;3,5;2,5;2
Espoo;KOK;Tähtikunnas;Janne;4,25;3,75;2
Espoo;RKP;Aqqa;Said;3;3,25;2
Espoo;RKP;Jern;Mikael;3;2;2
Espoo;RKP;Lindlöf;Andreas;2,75;3,25;2
Espoo;SDP;Kaasinen;Martti;2;2,75;2
Espoo;KOK;Kuusisto;Kari;4,25;4;2
Espoo;PIR;Jääskeläinen;Anni;3,5;2,75;2
Espoo;PIR;Kantojärvi;Jaakko;3,75;3,75;2
Espoo;PS;Haavisto;Kai;2,75;4,75;2,5
Espoo;PS;Maliniemi;Timo;1,75;4,25;2,5
Espoo;PS;Maununiemi;Marko;3,5;4,5;2,5
Espoo;PS;Rantanen;Janne;3,5;3,75;2,5
Espoo;PS;Soini;Timo;1,75;4,75;2,5
Espoo;PS;Ylönen;Ari;2,25;3,75;2,5
Espoo;VIHR;Tenkanen;Marjut;1;2,75;2,5
Espoo;KD;Järvenpää;Kaarina;2,25;3,25;2,5
Espoo;SDP;Juutinen;Vilho;1,25;3,75;2,5
Espoo;SDP;Kuusisto;Anneli;2,25;2,75;2,5
Espoo;KOK;Kokkala;Paavo;3,25;2,75;2,5
Espoo;KOK;Lehtola;Ville;4,25;2,5;2,5
Espoo;KOK;Lintunen;Kai;4;3,25;2,5
Espoo;KOK;Malila;Jorma;3,25;3,25;2,5
Espoo;KOK;Meuronen;Esko;2,75;4,25;2,5
Espoo;KOK;Mykkänen;Jouni;3,5;3,5;2,5
Espoo;KOK;Nikkilä;Bjarne;3,25;3;2,5
Espoo;KOK;Räty;Teemu;4,25;3;2,5
Espoo;KOK;Sorvanto;Katariina;3,75;2,75;2,5
Espoo;KOK;Vesander;Katja;3,5;2,75;2,5
Espoo;KOK;Vuornos;Henrik;4;2,75;2,5
Espoo;RKP;Fiskars;Yvonne;3,25;3,75;2,5
Espoo;RKP;Granberg;Fred;2,75;2,75;2,5
Espoo;RKP;Holmberg;Johan;3;3,5;2,5
Espoo;RKP;Storås;Roger;2,75;4;2,5
Espoo;KESK;Hovi;Pasi;2,25;3,5;2,5
Espoo;PS;Bergman;Markus;3;4,25;3
Espoo;PS;From;Nina;2,5;4;3
Espoo;PS;Huhta;Seppo;1,5;3,5;3
Espoo;PS;Kalliokoski;Raimo;2,5;4,5;3
Espoo;PS;Kassimäki;Esko;1,5;4,25;3
Espoo;PS;Kauppi;Piia;2,5;4;3
Espoo;PS;Kukkonen;Mervi;2;3,75;3
Espoo;PS;Kukkonen;Jarno;2,75;4,25;3
Espoo;PS;Kuntsi;Harri;1;4,25;3
Espoo;PS;Lahtinen;Teemu;4,75;4;3
Espoo;PS;Lahtinen;Ari;2,75;4;3
Espoo;PS;Lamsijärvi;Rauli;2,25;3,75;3
Espoo;PS;Löflund;Jonna;3,25;3,75;3
Espoo;PS;Nevalainen;Tommi;2,5;4,75;3
Espoo;PS;Parviainen;Harri;2;4,25;3
Espoo;PS;Rautio;Raimo;1,5;3;3
Espoo;PS;Saimalahti;Maija;3;4,75;3
Espoo;PS;Saukkonen;Pekka;3,75;3,5;3
Espoo;PS;Sonkeri;Seppo;2,25;3,5;3
Espoo;PS;Taipale;Maria;4;4,25;3
Espoo;PS;Tiainen;Jani;3;3,5;3
Espoo;PS;Äyhynmäki;Jari;3;3,75;3
Espoo;VIHR;Knuutila;Marko;2,25;2,25;3
Espoo;VIHR;Levänen;Mika;2,5;2,5;3
Espoo;VIHR;Merikoski;Hannele;1,75;2,75;3
Espoo;VIHR;Kaseorg;Egle;1,25;3,25;3
Espoo;VIHR;Lahtinen;Mikko;3,25;2,5;3
Espoo;VIHR;Loman;Teuvo;3,5;2;3
Espoo;KD;Kokkola;Hanna-Liisa;2;4;3
Espoo;KD;Maijala;Ville;2,5;3,25;3
Espoo;VAS;Kaukinen;Susanna;1;2;3
Espoo;VAS;Lindqvist;Markus;2,25;4;3
Espoo;VAS;Ruuska;Ari;2,75;3,5;3
Espoo;SDP;Huhtala;Arto;2,5;3,75;3
Espoo;SDP;Kerola;Hannele;2,25;2,5;3
Espoo;SDP;Kivimäki;Jukka;1,75;3,25;3
Espoo;SDP;Klar;Harriet;1;3,25;3
Espoo;SDP;Lahti;Minna;1,25;3,5;3
Espoo;SDP;Liljelund;Pi John;2,25;2,5;3
Espoo;SDP;Luhtanen;Leena;2,5;3,75;3
Espoo;SDP;Nurminen-Hämäläinen;Satu;1,25;2,75;3
Espoo;SDP;Pekkonen;Ari;2,25;2,75;3
Espoo;SDP;Rytkönen;Helena;1,5;2,75;3
Espoo;SDP;Strömberg;Lilian;2,25;2,5;3
Espoo;SDP;Tapanainen;Mauri;1,75;3;3
Espoo;KOK;Alaviiri;Kaisa;3;2,75;3
Espoo;KOK;Horsma;Johanna;4,25;2,75;3
Espoo;KOK;Hämäläinen;Esa;3;4;3
Espoo;KOK;Kemppi-Virtanen;Pirjo;4;4;3
Espoo;KOK;Kiljunen;Hanna;4;2,75;3
Espoo;KOK;Kotiranta;Pirjo;3,75;2,75;3
Espoo;KOK;Laakso;Mikko;4,75;3,5;3
Espoo;KOK;Lauslahti;Sanna;3,75;3,75;3
Espoo;KOK;Meriläinen;Valto;3,5;4,5;3
Espoo;KOK;Niemelä;Jukka;4;3,75;3
Espoo;KOK;Niemi;Marika;4;4,5;3
Espoo;KOK;Oila;Kimmo;5;4,5;3
Espoo;KOK;Ruutiainen;Marketta;4,25;2,5;3
Espoo;KOK;Sarpo;Joni;2,75;3,25;3
Espoo;KOK;Seppä;Heikki;2,5;3,5;3
Espoo;KOK;Soini;Satu;3,75;2,75;3
Espoo;KOK;Tiimonen;Jyri;5;3,5;3
Espoo;KOK;Valli;Eini;2,25;3,25;3
Espoo;RKP;Blomberg;Anders;2,5;4,25;3
Espoo;RKP;Helle;Eva;3;3,5;3
Espoo;RKP;Keurulainen;Jorma;3,5;2,25;3
Espoo;RKP;Lönnqvist;Mikael;3,25;4,75;3
Espoo;RKP;Nystrand;Claudia;3,25;2;3
Espoo;RKP;Ragnvaldsson;Peter;2,75;3,75;3
Espoo;RKP;Rosenqvist;Bo-Eric;1,75;2;3
Espoo;RKP;Storås;Kim;1,25;4,25;3
Espoo;RKP;Westerlund;Tove;3,25;2;3
Espoo;RKP;Wikholm;Anders;3,5;3,75;3
Espoo;KD;Laukkonen;Elina;2,5;4,5;3
Espoo;KOK;Julkunen;Sonja;4,5;5;3
Espoo;KOK;Laakso;Minna;4,25;3;3
Espoo;VAS;Babuna;Astrit;3,25;4;3
Espoo;ITSP;Finskas;Jan;1,75;2,75;3
Espoo;KESK;Huvinen;Hannu;2,75;3,75;3
Espoo;KESK;Jäämaa;Juha;2,5;2,5;3
Espoo;KESK;Stedt;Reijo;1,75;4;3
Espoo;KESK;Tikanmäki;Johanna;2,5;2;3
Espoo;KESK;Tuokko;Jarmo;2,25;5;3
Espoo;PIR;Paalijärvi;Janne;4;2,5;3
Espoo;PIR;Kärkkäinen;Lasse;3,25;2;3
Espoo;PIR;Elmgren;Oskar;4,75;1,5;3
Espoo;PIR;Soitinaho;Riikka;3,25;4;3
Espoo;SKP;Manner;Hannele;2;1,75;3
Espoo;SDP;Girs;Jarkko;3,75;2,25;3
Espoo;PS;Männistö;Niina;1;1;3
Espoo;PS;Paaso;Jukka;2;4;3
Espoo;PS;Peltoniemi;Harri;3,5;3,5;3
Espoo;PS;Ahonen;Perttu;2;3,75;3,5
Espoo;PS;Kallunki;Seppo;3,25;4,5;3,5
Espoo;PS;Kilpi;Jukka;2,75;4;3,5
Espoo;PS;Lindberg;Rami;2,25;4,75;3,5
Espoo;PS;Lönnberg;Rauno;2,75;3,75;3,5
Espoo;PS;Patosalmi;Susanna;1,25;2,75;3,5
Espoo;PS;Paunonen;Kari;1,25;3,75;3,5
Espoo;PS;Ruoho;Veera;4;3,5;3,5
Espoo;PS;Sirkkala;Esko;2,75;3;3,5
Espoo;VIHR;Goshnaw;Ahmed;3;3;3,5
Espoo;VIHR;Rosenlund;Milla;2,25;2,5;3,5
Espoo;KD;Hurmalainen;Ahti;3,5;4;3,5
Espoo;KD;Kalliola;Teemu;4;3,25;3,5
Espoo;KD;Rokala;Anja;2,75;4;3,5
Espoo;VAS;Kaiser;Mohammed;1,75;3;3,5
Espoo;SDP;Kivekäs;Liisa;1,5;2,5;3,5
Espoo;SDP;Lahtinen;Marja-Liisa;1;1,75;3,5
Espoo;SDP;Rastimo;Kaisa;2,5;1,5;3,5
Espoo;SDP;Rönnberg;Anneli;1,25;4,75;3,5
Espoo;SDP;Saarinen;Timo;2,25;2,25;3,5
Espoo;SDP;Suntio;Hannu;1,75;2,5;3,5
Espoo;SDP;Vaara;Pekka;2,25;2,25;3,5
Espoo;SDP;Wallius;Juha;2;2;3,5
Espoo;SDP;Waltari;Harri;1,5;2;3,5
Espoo;SDP;Wenman;Mikaela;1,75;2;3,5
Espoo;SDP;Vuori;Merja;2;2,5;3,5
Espoo;KOK;Grönholm;Bo;2;2,25;3,5
Espoo;KOK;Haapalehto;Eero;3,75;2,75;3,5
Espoo;KOK;Hellas;Maire;2,75;3;3,5
Espoo;KOK;Jokinen;Janne;4;3,25;3,5
Espoo;KOK;Kauma;Pia;3,25;3;3,5
Espoo;KOK;Kiijärvi;Laura;4;2,25;3,5
Espoo;KOK;Konttas;Ari;3,5;4,25;3,5
Espoo;KOK;Lindholm;Micke;5;2;3,5
Espoo;KOK;Meurman;Kristian;2,5;3,5;3,5
Espoo;KOK;mikkola;janne;3,5;3,5;3,5
Espoo;KOK;Männikkö;Olli;3,25;4,5;3,5
Espoo;KOK;Palomäki;Ulla;2,75;3,75;3,5
Espoo;KOK;Pelkonen;Jukka;3;3,75;3,5
Espoo;KOK;Saarniala;Tea;3;3,25;3,5
Espoo;KOK;Syrjänen;Heikki;4;3,75;3,5
Espoo;KOK;Torkki;Markus;3,75;3,5;3,5
Espoo;RKP;Asapova;Naimat;3,5;3,25;3,5
Espoo;RKP;Backman;Marita;4;3,75;3,5
Espoo;RKP;Hellsten-Palomäki;Katarina;3,25;3,25;3,5
Espoo;RKP;Joutsenlahti;Heidi;2,5;3,25;3,5
Espoo;RKP;Kautto;Jonna;2;1,5;3,5
Espoo;RKP;Lempinen;Christa;2,75;2,5;3,5
Espoo;RKP;Lindqvist;Bengt;3;2,5;3,5
Espoo;RKP;Lindqvist;Sinikka;2,5;3,5;3,5
Espoo;KD;Rajakari;Maria;2,25;4,25;3,5
Espoo;KD;Rasilainen;Antero;1,75;3;3,5
Espoo;SDP;Saisong;Aliina;3,25;3,25;3,5
Espoo;KESK;Aho;Susanna;2,5;3,5;3,5
Espoo;KESK;Letchu;Lovisa;3,75;3,25;3,5
Espoo;KESK;Sarlund;Seppo;2,25;3,25;3,5
Espoo;PIR;Tarvainen;Joni;2,5;2,5;3,5
Espoo;SDP;Aarniolehto-Kotilainen;Sirpa;2;2,5;3,5
Espoo;SDP;Heinänen;Anu;2;1,75;3,5
Espoo;SDP;Jungner;Maria;1,5;2,25;3,5
Espoo;PS;Ansalo;Lasse;2,25;4,25;4
Espoo;PS;Daavitsainen;Saku;2,75;4,25;4
Espoo;PS;Fridman;Lars;2,75;4,5;4
Espoo;PS;Granqvist;Veikko;3,25;3,5;4
Espoo;PS;Helin;Mirka;3,25;4,75;4
Espoo;PS;Hietanen;Kaija;1,5;4,5;4
Espoo;PS;Hiltunen;Leo;1;3,25;4
Espoo;PS;Kivikangas;Petri;4;3,75;4
Espoo;PS;Kuisma;Anna-Liisa;3,5;4,75;4
Espoo;PS;Seppänen;Toni;1,75;4;4
Espoo;VIHR;Kainulainen;Antti;2,5;3,5;4
Espoo;VIHR;Kalanne;Hanna;2,5;2;4
Espoo;VIHR;Kivelä;Marko;3,5;3;4
Espoo;VIHR;Volotinen;Teresia;1,25;1,75;4
Espoo;VIHR;Heikkinen;Rolf;2,75;2,25;4
Espoo;VIHR;Kaukinen;Miia;2,5;2,75;4
Espoo;VIHR;Lindroos;Sirkka;1,75;3,25;4
Espoo;VIHR;Meriluoto;Jouni;2;2,5;4
Espoo;VIHR;Myllärniemi;Jyrki;2;3;4
Espoo;VIHR;Pöyhönen;Heikki;3;4,25;4
Espoo;VIHR;Ranne;Kirsi;1,25;3,5;4
Espoo;VIHR;Vyskubov;Dmitry;2,75;3;4
Espoo;KD;Ahteela;Jaana;2;3,75;4
Espoo;KD;Bollström;Harri;1,75;3;4
Espoo;KD;Hauta-aho;Mia-Maria;2,75;4,25;4
Espoo;KD;Kalliola;Kaija;3;4;4
Espoo;KD;Kangas;Mervi;1,75;4;4
Espoo;KD;Koivukoski;Jari;4;4,75;4
Espoo;KD;Piirto;Asmo;2,75;4,5;4
Espoo;KD;Polso;Antero;3,5;4,25;4
Espoo;KD;Tuomi;Sirpa;3,75;3,5;4
Espoo;KD;Vuorinen;Kristiina;2,25;3,75;4
Espoo;KD;Omondi;Daisy;2,5;4,25;4
Espoo;KD;Hallikainen;Linda;2,5;4,25;4
Espoo;VAS;Hallivuori;Heli;1;2;4
Espoo;VAS;Karvinen;Niina;1,5;2,5;4
Espoo;VAS;Partanen;Jarkko;1,25;3;4
Espoo;VAS;Peltola;Eva;2,25;2,5;4
Espoo;VAS;Tilli;Timo;2;2,75;4
Espoo;VAS;Vaara;Ville;1;1,25;4
Espoo;VAS;Vepsäläinen;Hannu;1;2,25;4
Espoo;M11;Rusanen;Harri;2;3,25;4
Espoo;STP;Bäckman;Johan;1,25;4,5;4
Espoo;STP;Rytkönen;Reijo;1;3;4
Espoo;SDP;Heiskanen;Sakari;1;1,75;4
Espoo;SDP;Ihonen;Miika;2,5;3;4
Espoo;SDP;Karjalainen;Kari;2,25;3,75;4
Espoo;SDP;Kuusela;Pirkko;1,5;2,5;4
Espoo;SDP;Lohenoja;Elmeri;2,75;1,75;4
Espoo;SDP;Lumme;Jasminiitta;1,5;3;4
Espoo;SDP;Mattila;Erkki;1,5;2,75;4
Espoo;SDP;Parisaari;Juhani;2;2,25;4
Espoo;SDP;Ruusunen;Susan;2,75;3,25;4
Espoo;SDP;Salomäki;Vesa-Matti;2;2,25;4
Espoo;SDP;Sistonen;Markku;1,75;3,75;4
Espoo;SDP;Tallqvist;Tarja;2,25;2,75;4
Espoo;SDP;Tieaho;Martti;2,5;3,25;4
Espoo;SDP;Vainikainen;Joni;1,5;1,75;4
Espoo;SDP;Välitalo;Marko;2,5;2,5;4
Espoo;SDP;Värmälä;Johanna;1,75;2,75;4
Espoo;KOK;Eneh;Oge;1,5;3,25;4
Espoo;KOK;Haaksiala;Henri;4;2,75;4
Espoo;KOK;Hiltunen;Heikki;4,5;2,75;4
Espoo;KOK;Holst;Jan;4,25;2,5;4
Espoo;KOK;Honkaheimo;Jussi;3;3,75;4
Espoo;KOK;Jääskeläinen;Jarmo;3,5;2,5;4
Espoo;KOK;Kalpala;Tuija;4;4,5;4
Espoo;KOK;Kivilaakso-Wellmann;Eva;1,75;2,5;4
Espoo;KOK;Krouvi;Soile;3;3,25;4
Espoo;KOK;Laiho;Mia;2,5;3,5;4
Espoo;KOK;Meriläinen;Raija;2,75;4,25;4
Espoo;KOK;Mustakallio;Kristiina;3;3,5;4
Espoo;KOK;Mård;Riitta;2,5;3;4
Espoo;KOK;Ruuth-Karvonen;Johanna;3;3,75;4
Espoo;KOK;Sillanpää;Pirkko;3;3,5;4
Espoo;KOK;Suomalainen;Sami;2,5;2,5;4
Espoo;KOK;Valkama;Vesa;4;3,25;4
Espoo;KOK;Viljakainen;Paula;3,5;3,25;4
Espoo;KOK;Äikäs;Saija;4,5;2,5;4
Espoo;RKP;Andersson;Rainer;3,25;3;4
Espoo;RKP;Björkman;Monica;3;2,5;4
Espoo;RKP;Blomberg;Robin;2,5;1,75;4
Espoo;RKP;Ekholm;Stefan;3,5;4;4
Espoo;RKP;Haglund;Carl;3;1,75;4
Espoo;RKP;af Hällström;Nina;2,25;2,25;4
Espoo;RKP;Jokioja;Marika;2;2,5;4
Espoo;RKP;Juslin-Sandin;Heidi;1,75;2;4
Espoo;RKP;Kankkonen;Stig;2,75;3;4
Espoo;RKP;Marschan;Monika;2,5;3,5;4
Espoo;RKP;Michelson;Stina;2;2,5;4
Espoo;RKP;Norrbom;Karl;2,5;3,25;4
Espoo;RKP;Ruth;Christina;3,25;2,5;4
Espoo;RKP;Rönnberg;Nico;3,5;3;4
Espoo;RKP;Sarvimäki-Paananen;Liisa;2,5;1,75;4
Espoo;RKP;Selenius;Magnus;2,5;2,75;4
Espoo;RKP;Söderman;Markus;1,75;1,5;4
Espoo;RKP;Torsell;Kurt;3,75;2,75;4
Espoo;RKP;Winqvist-Niskanen;Nina;2;2,75;4
Espoo;KOK;Balk;Mirjami;3;2,75;4
Espoo;KOK;Mattila;Veli-Pekka;4;4;4
Espoo;KOK;Peltokorpi;Mikko;3;2,75;4
Espoo;KOK;Särkijärvi;Jouni;2,75;4;4
Espoo;RKP;van der Veer;Maria;3,75;2,75;4
Espoo;RKP;von Knorring;Hans;3,5;1,75;4
Espoo;KESK;Ahvenainen;Mikko;4,25;4,25;4
Espoo;KESK;Haarlaa;Topi;3,25;3,25;4
Espoo;KESK;Hintsala;Mikko;1,75;2,75;4
Espoo;KESK;Kelkka;Teemu;2,25;2,75;4
Espoo;KESK;Mäenpää;Anne-Maj;2,25;3,75;4
Espoo;KESK;Soronen;Markus;2,25;4,25;4
Espoo;KESK;Yliselä;Paula;2,75;2;4
Espoo;PIR;Nummelin;Mikko;3;3,5;4
Espoo;PIR;Niemi;Sari;4;3;4
Espoo;PIR;Hovi;Kimmo;5;2,75;4
Espoo;Köy;Savola;Terttu;1,75;3,75;4
Espoo;SKP;Suonperä;Arjo;1,25;2;4
Espoo;SDP;Aarnio;Antti;2;1,5;4
Espoo;SDP;Abdi;Abdifitah;1;3;4
Espoo;SDP;Harinen;Tessu Tapani;1,75;3;4
Espoo;SDP;Hellström;Martti;1,25;2,75;4
Espoo;PS;Byman;Kurt;1,75;4;4
Espoo;PS;Toltti-Loikkanen;Arja;2,5;2,75;4
Espoo;PS;Behm;Sakari;2;4,5;4,5
Espoo;PS;Halme;Rauno;1,75;3,25;4,5
Espoo;PS;Juvonen;Arja;2,25;3,25;4,5
Espoo;PS;Juvonen;Petri;2;4,25;4,5
Espoo;PS;Kuro;Henri;2,25;4,75;4,5
Espoo;PS;Pihlman;Marjo;1,75;3,75;4,5
Espoo;PS;Töyrylä;Seija;2,25;3,5;4,5
Espoo;VIHR;Aarrekivi;Pia;2,5;3,75;4,5
Espoo;VIHR;Forsberg;Henrik;1,5;2,75;4,5
Espoo;VIHR;Heino;Reeta;1;2,75;4,5
Espoo;VIHR;Helenius;Jani;2,25;3,25;4,5
Espoo;VIHR;Hokkanen;Teemu;2;2,25;4,5
Espoo;VIHR;Hopsu;Inka;2;1,75;4,5
Espoo;VIHR;Ihonen;Jari;2,25;2;4,5
Espoo;VIHR;Kivivuori;Esa;2,5;3,25;4,5
Espoo;VIHR;Lappalainen;Ville;1,5;2,5;4,5
Espoo;VIHR;Lehtonen;Maija;3,5;3,25;4,5
Espoo;VIHR;Louhelainen;Kirsi;2,5;1,75;4,5
Espoo;VIHR;Matikka;Marjo;2,75;3;4,5
Espoo;VIHR;Niiranen;Seppo;2;2;4,5
Espoo;VIHR;Raittila;Saana;1,25;2;4,5
Espoo;VIHR;Raudasoja;Satu;2,25;2,5;4,5
Espoo;VIHR;Ruusu;Henna;2;2;4,5
Espoo;VIHR;Siirala;Maisa;2;2,25;4,5
Espoo;VIHR;Soininen;Mika;2,5;2;4,5
Espoo;VIHR;Surakka;Kimmo;2,25;2,25;4,5
Espoo;VIHR;Alanen;Leena;1,5;2,75;4,5
Espoo;VIHR;Asikainen;Risto;2,75;3,75;4,5
Espoo;VIHR;Halava;Heli;2,25;2,75;4,5
Espoo;VIHR;Koponen;Leila;2,5;1,5;4,5
Espoo;VIHR;Lahti;Katja;2,25;3;4,5
Espoo;VIHR;Leppänen;Teemu;1,25;3,25;4,5
Espoo;VIHR;Majumdar;Himadri;2,5;3,25;4,5
Espoo;VIHR;Nuora;Marja;2,25;2,25;4,5
Espoo;VIHR;Salli;Päivi;2,5;2,25;4,5
Espoo;VIHR;Saraste;Taru;2,25;2;4,5
Espoo;KD;Drotár;Kristiina;2,5;3,75;4,5
Espoo;KD;Lappalainen;Ritva;2,5;3,25;4,5
Espoo;KD;Okkonen;Taru;3;4;4,5
Espoo;KD;Sarvi;Mari;1,5;4,5;4,5
Espoo;KD;Sundbäck;Aira;2,75;4,25;4,5
Espoo;KD;Tulijoki;Juha-Pekka;2;4;4,5
Espoo;VAS;Ahlfors;Tiina;1,25;1,5;4,5
Espoo;VAS;Andersson;Elisabet;1,25;2,5;4,5
Espoo;VAS;Kari;Onerva;1;1,5;4,5
Espoo;VAS;Kivistö;Kalevi;1,25;1,75;4,5
Espoo;VAS;Malm;Santtu;1,5;3,5;4,5
Espoo;VAS;Mäentie;Eero;1,25;2,25;4,5
Espoo;VAS;Parviainen;Mikko;1;1,75;4,5
Espoo;VAS;Pitkä;Maija-Liisa;1,25;2;4,5
Espoo;VAS;Ukkola;Aarne;1,5;2,25;4,5
Espoo;VAS;Wessman;Jaana;1,5;2,5;4,5
Espoo;M11;Björklund;Mikko;2,25;2,25;4,5
Espoo;SDP;Hurskainen;Kai;1;2,75;4,5
Espoo;SDP;Hyytiä-Hallenberg;Sirpa;2;2,25;4,5
Espoo;SDP;Junno;Ulla;1,75;3,75;4,5
Espoo;SDP;Laitinen;Eija;1,75;2,75;4,5
Espoo;SDP;Lehtonen;Sami;2,25;2,25;4,5
Espoo;SDP;Leskinen;Lea;1,75;2,75;4,5
Espoo;SDP;Männistö;Ida;1,5;2;4,5
Espoo;SDP;Olin;Christa;2,5;1,5;4,5
Espoo;SDP;Paukku;Ari;2;3,25;4,5
Espoo;SDP;Sollasvaara;Tipsu;1,25;2;4,5
Espoo;SDP;Weckström;Mikko;2;2,25;4,5
Espoo;SDP;Vilske;Jukka;1,75;2,25;4,5
Espoo;KOK;Airinen;Jyri;4;2,25;4,5
Espoo;KOK;Forsström;Mikael;2,5;1,5;4,5
Espoo;KOK;Granfelt;Erika;4,25;3,75;4,5
Espoo;KOK;Käri-Zein;Päivi;4;4,75;4,5
Espoo;KOK;Lakovaara;Leena;2;2,75;4,5
Espoo;KOK;Mansukoski;Nina;4;2,75;4,5
Espoo;KOK;Nieminen;Jarmo;3,75;2,5;4,5
Espoo;KOK;Paattiniemi;Johanna;3,25;3;4,5
Espoo;KOK;Pirha;Melissa;3,25;3;4,5
Espoo;KOK;Sääksvuori;Arja;2,75;3;4,5
Espoo;KOK;Tuisku;Tuomas;2,5;2,75;4,5
Espoo;KOK;Åkerlund;Kirsi;3,25;2,5;4,5
Espoo;RKP;Ahlman;Stefan;3,5;1,5;4,5
Espoo;RKP;Blomberg;Håkan;3;3,25;4,5
Espoo;RKP;Eriksson;Mikael;2,25;2,25;4,5
Espoo;RKP;Gestrin;Christina;2,5;2;4,5
Espoo;RKP;Hemnell;Matilda;2,5;2,25;4,5
Espoo;RKP;Häggblom;Fanny;1,25;2;4,5
Espoo;RKP;Kujala;Tiina;1,75;2,5;4,5
Espoo;RKP;Lindberg;Fredrik;1,75;2,25;4,5
Espoo;RKP;Portin;Anders;2,75;2,75;4,5
Espoo;RKP;Sjögren;Ulf;3;2,5;4,5
Espoo;RKP;Thilman;Ken;2;2,75;4,5
Espoo;KOK;Metsä;Kimmo;3;3,25;4,5
Espoo;KOK;Nur;Mohamed;3,5;5;4,5
Espoo;KESK;Kemppainen;Pentti;2,5;3,75;4,5
Espoo;KESK;Malkamäki;Mari;2,75;3;4,5
Espoo;KESK;Nevamäki;Riina;1,75;3;4,5
Espoo;KESK;Parkkila;Mikko;1,75;3;4,5
Espoo;KESK;Rossi;Yrjö;3,25;4,25;4,5
Espoo;PIR;Bredbacka;Roni;2,5;2;4,5
Espoo;SDP;Haapajärvi;Henrik;1,25;2,25;4,5
Espoo;SDP;Ahonen;Eetu;1;3,25;4,5
Espoo;SDP;Guzenina-Richardson;Maria;1,5;2,25;4,5
